ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
RE/MAX BIG BEAR,RE/MAX FREEDOM,1,629900.0,629900.0,161.0,0.9195620437956205
"Scott Anastasi Realty, Inc.",LIV Sotheby's International Realty,1,629900.0,629900.0,102.0,0.9264597734961024
VIP Real Estate Firm,DREAM LIFE REALTY,1,629900.0,629900.0,12.0,1.0
Century 21 Top Producers,EXP REALTY OF CALIFORNIA INC.,1,629900.0,629900.0,34.0,0.9690769230769231
Coldwell Banker Realty,Tate Real Estate,1,629900.0,629900.0,168.0,0.9843725582122207
Meritage Homes of California,Pacific Ranch Realty,1,629895.0,629895.0,0.0,1.0041447803664942
Brookfield Residential,Fiv Realty Co,1,629860.0,629860.0,85.0,1.4043701226309921
RICHMOND AMERICAN HOMES,The Benjamin Scott Agency,1,629755.0,629755.0,44.0,1.0519410015701733
AHP Realty,Berkshire Hathaway HomeServices California Properties,1,629750.0,629750.0,15.0,0.9996428429699591
KB HOME,EXP REALTY OF SOUTHERN CA. INC,1,629679.0,629679.0,86.0,1.065464728675612
eXp Realty Greater Los Angeles,"Dan Benjamin, Broker",1,629600.0,629600.0,13.0,1.051085141903172
Equity Smart Real Estate Serv,eXp Realty of California Inc.,1,629500.0,629500.0,2.0,1.0
Coldwell Banker Select Real Estate,Bidwell Realty,1,629500.0,629500.0,78.0,0.8682758620689656
Harcourts Signature Properties,HomeSmart,1,629500.0,629500.0,185.0,0.9057553956834532
Keller Williams Realty,Gold Real Estate,1,629500.0,629500.0,27.0,1.0057517175267614
Taylor Morrison Services,Tiempo Realty,1,629470.0,629470.0,70.0,1.0369327073552426
"Rebecca Austin, Broker",The Network Agency,1,629430.0,629430.0,34.0,0.9991110970015397
RICHMOND AMERICAN HOMES,"Wendy Lee, Broker",1,629246.0,629246.0,7.0,0.9843565700841304
Manzanares Realty,Coldwell Banker Assoc.Brks-CL,1,629200.0,629200.0,101.0,0.9756551403318344
KB HOME,ALIGN HOMES,1,629039.0,629039.0,31.0,0.9642173385879154
KB HOME,Judy Ann Kamholz,1,629039.0,629039.0,73.0,0.9939481946500777
RE/MAX Select One,"Real Brokerage Technologies, I",1,629000.0,629000.0,2.0,0.9829660884513205
KELLER WILLIAMS COVINA,Key Investment & Realty,1,629000.0,629000.0,13.0,1.0
Pizza Group Real Estate,Heritage Homes San Diego,1,629000.0,629000.0,8.0,0.9828125
Berkshire Hathaway HomeServices California Properties,Prosper FMS,1,629000.0,629000.0,81.0,1.0
PROFESSIONAL R E SERVICES,All in One Real Estate,1,629000.0,629000.0,34.0,0.9691833590138675
Re/Max Property Connection,COLDWELL BANKER ASSOC BRKR/CL,1,629000.0,629000.0,54.0,1.0
San Antonio Realty,Coldwell Banker Res Laguna Nig,1,629000.0,629000.0,88.0,0.9318518518518518
Vista Sotheby's Int'l Realty,Keller Williams Coastal Prop.,1,629000.0,629000.0,80.0,0.9691833590138675
Bear Creek Realty,Alan Wallace dba Smartworks,1,629000.0,629000.0,1.0,1.0
"Orchard Brokerage of CA, Inc",SimpliHOM,1,629000.0,629000.0,113.0,1.0
"Fathom Realty Group, Inc",MM Farland Inc dba Farland Realty,1,629000.0,629000.0,37.0,0.9195906432748538
"805 Real Estate, Inc.",Keller Williams Realty Santa Barbara,1,629000.0,629000.0,4.0,1.0
Equity Union,Willis Allen Real Estate,1,629000.0,629000.0,10.0,1.0
Tucker Realty,Keller Williams Realty,1,629000.0,629000.0,56.0,0.9828140356469307
Harbor View Realty,Compass,1,629000.0,629000.0,4.0,1.0
Compass,La Jolla Realty Concepts,1,629000.0,629000.0,14.0,0.9828155712986603
"Pmz Real Estate, Turlock",PMZ,1,629000.0,629000.0,3.0,1.0483333333333333
Keller Williams Realty Antelope Valley,The Hampton Group Realty,1,629000.0,629000.0,53.0,1.0
Hardy Realtors,Destiny Six Financial RE Mortg,1,629000.0,629000.0,7.0,1.0064
Sugar Maple Realty,Compass,1,629000.0,629000.0,12.0,1.0
Moon Realty,"Pellego, Inc.",1,629000.0,629000.0,101.0,0.9691833590138675
Meridian Capital Realty,"Pinnacle Estate Properties, Inc.",1,629000.0,629000.0,101.0,0.8986998142591799
Twin Oaks Real Estate Inc,San Ramon Valley Inv.,1,629000.0,629000.0,75.0,1.0161550888529887
Inland Realty Services,First Team Real Estate,1,629000.0,629000.0,16.0,1.0
"Thiel Real Estate & Property Management, Inc.",Sotheby's International Realty,1,629000.0,629000.0,32.0,1.0
REDFIN,Your Home Sold Guaranteed Rlty,1,629000.0,629000.0,24.0,0.9678412063394368
Agents of LA Inc.,Bella Vista Estates Real Estate Group Inc,1,629000.0,629000.0,28.0,0.9458646616541353
Re/Max All-Pro,Century 21 Yarrow & Associates,1,629000.0,629000.0,31.0,0.9936808846761453
Your Home Sold Guaranteed Rlty,Palm International Real Estate Inc.,1,629000.0,629000.0,31.0,1.0
RITA SHAW BROKER & ASSOCIATES,COMPASS,1,629000.0,629000.0,7.0,1.0
Four Seasons Realty & Management Inc.,West Capital Real Estate,1,629000.0,629000.0,35.0,0.9676923076923077
"Riviera West Realtors, Inc.",First Team Real Estate,1,629000.0,629000.0,191.0,0.9691833590138675
First Team Real Estate,"Rancho Coastal Properties, Inc",1,629000.0,629000.0,2.0,1.0
C 21 Coachella Valley RE,The Realestate Group,1,629000.0,629000.0,5.0,1.0
"Century 21 Hometown Realty, San Luis Obispo Office","eXp Realty of Northern California, Inc.",1,629000.0,629000.0,23.0,0.9691833590138675
Gasper-Monteer Realty Group,Leisure Life Real Estate,2,629000.0,314500.0,28.0,0.9751884721824602
BERKSHIRE HATHAWAY HOMESERVICES CALIFORNIA REALTY,ROYAL REAL ESTATE AND INVESTMENT,1,629000.0,629000.0,17.0,0.9828278566852607
Luxury Collective,Champs Realty Group,1,629000.0,629000.0,56.0,1.0064
EXCELLENCE REAL ESTATE HD,Moran Realty,1,629000.0,629000.0,37.0,1.0
Seapointe Properties,Jesse Weinberg,1,629000.0,629000.0,104.0,0.9263622974963182
Century 21 Masters,Verceluz Realty,1,629000.0,629000.0,9.0,1.0
Better Homes and Gardens Real Estate Haven Properties,Benzer Realty,1,629000.0,629000.0,58.0,0.9603053435114504
Re/Max Diamond Prestige,Abundance Real Estate,1,629000.0,629000.0,51.0,1.0
"Hannah Investment, Inc.",Radius Agent Realty,1,629000.0,629000.0,29.0,0.9691833590138675
"AK & Associates, Inc",Town Real Estate,1,629000.0,629000.0,18.0,1.0
"Susan McKaig, Broker","Susan McKaig, Broker",1,629000.0,629000.0,99.0,0.9458646616541353
William Elkins,William Elkins,1,629000.0,629000.0,26.0,0.8992137240886348
Your Home Sold Guaranteed Rlty,Cal One Realty Corp.,1,629000.0,629000.0,41.0,1.0146797870624293
Pacific East Bay Real Estate,Realty ONE Group Future,1,629000.0,629000.0,0.0,1.0571428571428572
Regency Real Estate Brokers,GreenTree Properties,1,629000.0,629000.0,13.0,0.9829660884513205
Harcourts Prime Properties,Park Avenue Realty,1,629000.0,629000.0,75.0,1.0161550888529887
Home Huntress Real Estate,The Oppenheim Group,1,629000.0,629000.0,35.0,0.9676937964519945
ERA Donahoe Realty,First Principles RE,1,629000.0,629000.0,19.0,1.0
Berkshire Hathaway HomeServices California Properties,BHG Desert Lifestyle Properties,1,629000.0,629000.0,141.0,0.8628257887517147
Berkshire Hathaway HomeService,Bennion Deville Homes,1,629000.0,629000.0,76.0,0.9676923076923077
eXp Realty of Greater Los Angeles,ADRIANA'S REALTY GROUP,1,629000.0,629000.0,77.0,0.967870991567674
Plan A Real Estate,Onyx Homes,1,629000.0,629000.0,8.0,1.0
Keller Williams Realty Antelope Valley,"San Fernando Realty, Inc.",2,629000.0,314500.0,3.0,1.0014005602240896
Regal Realty of California,NextHome Real Estate Rockstars,1,629000.0,629000.0,8.0,1.0
Redfin Corporation,GUIDE Real Estate,1,629000.0,629000.0,117.0,0.899856938483548
RE/MAX FREEDOM,Park Place Realty,1,629000.0,629000.0,42.0,0.9828125
Tittle Realty Inc.,"Pacific California Residential, Inc",1,629000.0,629000.0,17.0,0.9992057188244639
Berkshire Hathaway HomeServices California Properties,"NEOZIPS, Inc.",1,629000.0,629000.0,36.0,0.9843505477308294
PACIFIC & CO REAL ESTATE SOLUTIONS,Martinez Bus & Real Estate Ser,1,629000.0,629000.0,22.0,1.0311492313921826
Ramsey Realty,Compass,1,629000.0,629000.0,12.0,1.0
BLUE DIAMOND REALTY,Trillion Real Estate,1,629000.0,629000.0,48.0,0.8985727122467317
Real Broker,Ambiance Realty,1,629000.0,629000.0,96.0,0.9828125
Williams & Co. Real Estate,Century 21 Masters,1,629000.0,629000.0,18.0,0.99857120177806
Wholly Creation Inc,Century 21 Affiliated,1,629000.0,629000.0,20.0,0.9318518518518518
ReMax College Park Realty,WERE REAL ESTATE,1,629000.0,629000.0,17.0,1.006561049767963
HDHOMES,REALTY ONE GROUP EMPIRE,2,629000.0,314500.0,184.0,0.9302565765098185
Lifetime Realty Inc,Century 21 Cornerstone,1,629000.0,629000.0,79.0,1.0
Re/Max Accord,EXP Realty,2,629000.0,314500.0,105.5,0.9350570054573946
KW Executive,WeTrust Realty,1,629000.0,629000.0,5.0,1.0
Realty Masters & Associates,Renown Realty & Property Manag,1,629000.0,629000.0,31.0,1.0
Encore Realty & Financial,Compass,1,629000.0,629000.0,10.0,1.0
The Realty Group,New Century Realtors,1,629000.0,629000.0,102.0,1.0064
Grand Pacific Properties Group,Compass,1,629000.0,629000.0,17.0,1.0
Lyon Real Estate,RE/MAX TIME REALTY,1,629000.0,629000.0,23.0,0.9544764795144158
Pacific Sotheby's Int'l Realty,Abundance Real Estate,1,629000.0,629000.0,83.0,0.9676937964519945
Keller Williams Realty,Corona Del Mar Properties Inc,1,629000.0,629000.0,28.0,1.0
Berkshire Hathaway HomeServices California Properties,Manalo Realty,1,629000.0,629000.0,59.0,1.0
Universal Elite Inc.,Berkshire Hathaway Home Services,1,629000.0,629000.0,18.0,0.9676923076923077
Realty ONE Group Future,The Agency,1,629000.0,629000.0,8.0,0.9691833590138675
Berkshire Hathaway HomeServices California Properties,Lux Living Estates,1,629000.0,629000.0,3.0,1.0
Perry Properties,Remax Property Experts,1,629000.0,629000.0,4.0,1.0
HomeSmart,"MKANZA, REALTORS®",1,629000.0,629000.0,176.0,1.0
BHHS PERRIE MUNDY REALTY GROUP,CAPITIS REAL ESTATE,1,629000.0,629000.0,63.0,1.0
Windermere Real Estate,HACIENDA PROPERTIES,1,629000.0,629000.0,21.0,0.9691833590138675
"Williams Homes, Inc.",Unknown Agency,1,629000.0,629000.0,145.0,0.9251360494190322
Century 21 Affiliated,Best Buy Realty,1,629000.0,629000.0,34.0,0.9984142831972749
Better Homes and Gardens Real Estate Haven Properties,Pacific Realty,1,629000.0,629000.0,29.0,0.9843505477308294
Coldwell Banker Dynasty Arc.,24 Hour Real Estate,1,629000.0,629000.0,4.0,1.0
Berkshire Hathaway HomeServices California Properties,"CRI, Inc.",1,629000.0,629000.0,15.0,1.0
Taylor Morrison Services,EINSTEIN REALTY,1,628990.0,628990.0,32.0,1.0
Seven Gables Real Estate,Augusta Realty,1,628875.0,628875.0,41.0,0.9675
Engel & Volkers LA South Bay,Century 21 Masters,1,628875.0,628875.0,0.0,1.0
WHEELER STEFFEN SOTHEBY'S INTERNATIONAL REALTY,Anomaly Real Estate,1,628800.0,628800.0,33.0,0.9541729893778452
eXp Realty of Greater Los Angeles,Miramar International Inc.,1,628500.0,628500.0,37.0,0.98203125
KELLER WILLIAMS/VICTOR VALLEY,Windermere Tower Properties,1,628500.0,628500.0,9.0,1.0219512195121951
RE/MAX City Real Estate,Keller Williams San Diego Metro,1,628500.0,628500.0,23.0,0.9684129429892142
"LPT Realty, Inc",Realty Concepts,1,628500.0,628500.0,25.0,1.0
"Lonoak Realty, Inc.",Remax Property Experts,1,628460.0,628460.0,6.0,1.0220523662384127
KB HOME,Agentdesks Incorporated,1,628229.0,628229.0,1.0,0.9901915353722582
Realty Executives Homes,"Rose District, Inc.",1,628150.0,628150.0,38.0,0.981484375
CENTURY 21 LOIS LAUER REALTY,Stellabode Realty,2,628125.0,314062.5,46.5,0.9670965608465609
Brookfield Residential,BERKSHIRE HATH HM SVCS CA PROP,1,628100.0,628100.0,117.0,0.9661590524534687
KB HOME,"Century Realty & Loans, Inc.",1,628089.0,628089.0,64.0,1.0130631139211923
KW SELA,AIE Realty Inc,1,628077.0,628077.0,39.0,0.9304844444444444
KELLER WILLIAMS COVINA,"SEGUE PROPERTIES, INC.",1,628000.0,628000.0,4.0,1.0484140233722872
"Joel Pace Real Estate, Inc.",eXp Realty of California Inc.,1,628000.0,628000.0,277.0,0.8984263233190272
Treelane Realty Group Inc.,APA Homes,1,628000.0,628000.0,48.0,1.0
"Alfred Hines, Broker",Century 21 On Target,1,628000.0,628000.0,8.0,1.0036758830110277
Beverly Global Realty,EXCELLENCE RE REAL ESTATE INC,1,628000.0,628000.0,31.0,0.9827856025039123
Prestige Investments Group Inc,"Century Financial Group, Corp.",1,628000.0,628000.0,22.0,0.9968253968253968
"CRI, Inc.",Band associates,1,628000.0,628000.0,23.0,0.8971441387773411
IRN Realty,"West Shores Realty, Inc.",1,628000.0,628000.0,40.0,0.9691358024691358
BRENDA SUSAN RADLEY,"Cecilia Hernandez, Broker",1,628000.0,628000.0,139.0,0.8971428571428571
Pinnacle Real Estate Group,REALTY ONE GROUP MASTERS,1,628000.0,628000.0,24.0,1.0161812297734627
Platinum Properties,Acquire Mortgage & Real Estate,1,628000.0,628000.0,5.0,0.9968253968253968
HomeSmart Realty West,Mt. Helix Lifestyles R.E. Serv,1,628000.0,628000.0,74.0,0.98125
Towne Centre Realty,Keller Williams College Park,1,628000.0,628000.0,34.0,0.9676425269645609
Red Lime Real Estate,MLSListingsX,1,628000.0,628000.0,30.0,0.8972710387198172
"CA Flat Fee Listings, Inc",Circle Real Estate,1,628000.0,628000.0,54.0,0.9985879838699419
Coldwell Banker Diamond,Realty One Group Homelink,1,628000.0,628000.0,38.0,1.0466666666666666
OPENDOOR BROKERAGE INC.,VISMAR REAL ESTATE,1,628000.0,628000.0,86.0,0.922173274596182
SUNSET HOMES REAL ESTATE,Citiwide Realty Group,1,628000.0,628000.0,88.0,0.98125
KO TAI REALTY,eHomes,1,628000.0,628000.0,8.0,1.0
Infinite Realty and Loans Inc.,,1,628000.0,628000.0,180.0,0.9035971223021583
"DILIGENCE GROUP, INC.","Crown Real Estate & Funding, Inc.",1,628000.0,628000.0,24.0,0.9035984224437733
Coldwell Banker The Wilkinson Team,Real Broker,1,628000.0,628000.0,30.0,1.0
BERKSHIRE HATH HM SVCS CA PROP,Golden State Realtors,1,628000.0,628000.0,8.0,1.0829677454956819
Summit Realty,EXP Realty,1,628000.0,628000.0,30.0,0.9373134328358209
First Team Real Estate,Exit Alliance Realty,1,628000.0,628000.0,6.0,1.0130666236489756
eHomes,Zakko Associates,1,628000.0,628000.0,6.0,0.9814033442725426
First Team Real Estate,"J A T S Enterprises, Inc.",1,628000.0,628000.0,8.0,1.0484140233722872
eXp Realty of Greater L.A. Inc,Ameriway Realty,1,628000.0,628000.0,16.0,0.9661538461538461
Ricky&Jessie Realty,Harvest Realty Development,1,628000.0,628000.0,38.0,0.9691358024691358
Pinnacle Real Estate Group,Metro Realty So. California,1,628000.0,628000.0,23.0,0.9814033442725426
ADVANTAGE REAL ESTATE SERVICES,RE/MAX Dynasty,1,628000.0,628000.0,99.0,0.9515151515151515
The Real Estate Company Inc,Non Member Office,1,628000.0,628000.0,165.0,0.9694694316099521
Digs & Dwellings,First Team Real Estate North Tustin,1,628000.0,628000.0,8.0,1.0
Belue Associates,Belue Associates,1,628000.0,628000.0,71.0,0.6978553172574731
Mission Realty Group,"TXR Homes, Inc.",1,628000.0,628000.0,6.0,1.0064102564102564
RE/MAX ADVANTAGE,SO CAL REALTY & LOANS,1,628000.0,628000.0,46.0,0.9374533512464547
Keller Williams Realty,HomeSmart Optima Realty,1,628000.0,628000.0,16.0,0.9663025080781659
KW College Park,INTEGRITY REALTY GROUP INC,1,628000.0,628000.0,126.0,0.9373134328358209
Maxwell Real Esate Inc.,Keller Williams Realty,1,628000.0,628000.0,160.0,1.0
ALIGN HOMES,American Team Properties,1,628000.0,628000.0,23.0,1.1420258228768867
Together Realty,"eXp Realty of California, Inc.",1,628000.0,628000.0,32.0,0.9984101748807631
Pacific Sotheby's Int'l Realty,Wilhelmy Realty,1,628000.0,628000.0,41.0,0.9984101748807631
Just One Realty,Keller Williams Premier Prop,1,628000.0,628000.0,182.0,0.9114658925979681
EXP REALTY OF CALIFORNIA INC.,Bestway Realty,1,628000.0,628000.0,7.0,1.0048016076825723
Sotheby's International Realty,Commonwealth Real Estate Services,1,628000.0,628000.0,44.0,0.9676425269645609
THE BOWATER GROUP,Pinnacle Real Estate Group,1,628000.0,628000.0,6.0,1.0211548155254557
Gold Pointe Realty,Realty Masters & Associates,1,628000.0,628000.0,6.0,1.0484140233722872
KELLER WILLIAMS REALTY,Home Smart Realty Group,1,628000.0,628000.0,8.0,1.0048
OPENDOOR BROKERAGE INC.,CALIFORNIA PRIME REAL ESTATE,1,628000.0,628000.0,50.0,1.0129032258064516
HARVEST REALTY DEVELOPMENT,"Signature One Realty Group, Inc",1,628000.0,628000.0,8.0,0.9830932999373826
OMEGA REAL ESTATE,THE REALTY GROUP,1,628000.0,628000.0,36.0,1.0145395799676897
"MICHAEL HAYES, BROKER",T.N.G Real Estate Consultants,1,628000.0,628000.0,251.0,0.9589250267216369
The Mavin Group West,CPPIRE dba Coastal Premier Properties,1,628000.0,628000.0,15.0,0.9676425269645609
Dudum Real Estate Group,Owners Group Realty,1,628000.0,628000.0,89.0,0.9248895434462445
Meritage Homes of California,Arrive Real Estate,1,628000.0,628000.0,82.0,1.000796812749004
Rise Realty,AT Bespoke Real Estate,1,628000.0,628000.0,5.0,1.0484140233722872
D R Horton America's Builder,"Antonio Bunting, Broker",1,627990.0,627990.0,31.0,1.0
BMC REALTY ADVISORS,HK Mega Real Estate & Investment,1,627990.0,627990.0,54.0,1.0080258110082023
Taylor Morrison Services,PACIFIC SHORES REALTY,1,627990.0,627990.0,74.0,0.9812497070266722
D R Horton America's Builder,Marketing Specialists,1,627990.0,627990.0,14.0,1.0
"eXp Realty of California, Inc.",Keller Williams Realty Santa Barbara,1,627950.0,627950.0,59.0,1.0
Landmark Realty & Mortgage,Re/Max Top Producers,1,627900.0,627900.0,73.0,1.0
KB HOME,Excellence RE Real Estate,1,627882.0,627882.0,116.0,0.9966539151415101
Berkshire Hathaway Homeservices California Realty,EXP REALTY OF CALIFORNIA INC.,1,627880.0,627880.0,7.0,1.0464684107806845
PRIORITY ONE REALTY & LOANS,AIE Realty Inc,1,627777.0,627777.0,54.0,0.8981072961373391
The Westwood Real Estate Group,Whitestone Home Collection,1,627777.0,627777.0,20.0,1.0
"eXp Realty of Southern California, Inc.",Thomas S. Nelson,1,627690.0,627690.0,14.0,0.909695652173913
HomeSmart Realty West,LeMarkRealty,1,627500.0,627500.0,8.0,1.004
Skye Realty Group,Brix Realty Group,1,627500.0,627500.0,11.0,1.0203252032520325
Dudum Real Estate Group,REALTY ONE GROUP FUTURE,1,627500.0,627500.0,38.0,1.0
Creative Property Management,Keller Williams Realty Central Coast,1,627500.0,627500.0,24.0,0.9522003034901366
IRN Realty,Forward One,1,627500.0,627500.0,65.0,0.9668721109399075
Berkshire Hathaway HSCP,RE/MAX TOP PRODUCERS,1,627500.0,627500.0,103.0,0.9653846153846154
Philco Realty,Real Brokerage Technologies,1,627500.0,627500.0,298.0,0.8050032071840924
Realty One Group Homelink,RE/MAX Select One,1,627500.0,627500.0,47.0,0.9522003034901366
Bennion Deville Homes,Indian Springs Real Estate,1,627500.0,627500.0,126.0,0.9728682170542635
Compass,RGC Capital Inc.,1,627500.0,627500.0,20.0,0.9820031298904538
LPT Realty,Global Reach Realty,1,627500.0,627500.0,5.0,1.004
ZITRO REALTY,REALTY ONE GROUP WEST,1,627500.0,627500.0,6.0,1.0203252032520325
Jacob & Jacob Realty and Finan,"Sunrise Dream Realty, Inc.",1,627353.16,627353.16,32.0,0.9668112111624639
SIMPLIFIED HOME REALTY,Realty ONE Group West,1,627299.0,627299.0,4.0,0.9972957074721781
RICHMOND AMERICAN HOMES,STIGLER MORTGAGE,1,627261.0,627261.0,77.0,0.9971195711785437
Realty World Dominion,"eXp Realty of Northern California, Inc.",1,627200.0,627200.0,27.0,1.0132471728594508
EXP REALTY OF CALIFORNIA INC.,C-21 Realty Team,1,627200.0,627200.0,48.0,0.8961280182883269
"Carol Kemp, Broker",Keller Williams Realty,1,627200.0,627200.0,10.0,0.8092903225806451
KB HOME,EXP REALTY OF CALIFORNIA INC.,1,627089.0,627089.0,72.0,1.0451483333333333
"Rebecca Austin, Broker",Realty ONE Group West,1,627056.0,627056.0,4.0,1.0018341353681373
CHAMPIONS REAL ESTATE,LEVEL UP REALTY GROUP,1,627000.0,627000.0,0.0,1.0195121951219512
Circle Real Estate,Keller Williams - Downtown LA,1,627000.0,627000.0,41.0,1.0032
Kase Real Estate,REDFIN,1,627000.0,627000.0,8.0,1.012924071082391
Andrews Real Estate Group Inc,"Ocean West Properties, Inc.",1,627000.0,627000.0,27.0,0.9728471683475562
Realty Executives Com. & Res.,First Family Homes,1,627000.0,627000.0,55.0,1.0450034833449444
Cal Bay Realty,Keller Williams Tri-Valley,1,627000.0,627000.0,38.0,0.9812206572769953
Century 21 Leaders,Realty One Group United,1,627000.0,627000.0,1.0,0.9646153846153847
LIGHTHOUSE REAL ESTATE,Best Realty Partners,1,627000.0,627000.0,7.0,1.0451741956992833
WESTCOE REALTORS INC,VIP Real Estate Firm,1,627000.0,627000.0,9.0,1.0032
STIGLER HOMES,Realty One Group West,1,627000.0,627000.0,4.0,1.0717948717948718
"Circa Properties, Inc.",Ameriway Realty,1,627000.0,627000.0,42.0,0.9796875
"Marc R. Duggan, Broker",Check Inc.,1,627000.0,627000.0,8.0,0.902158273381295
RE/MAX LAKESIDE,All American Realty,1,627000.0,627000.0,86.0,0.9720930232558139
Premiere Estates International Real Estate,SHR Realty and Financial,1,627000.0,627000.0,116.0,0.8472972972972973
